case_id,benchmark_id,label,family,mode,coeff,maxdim,threshold_label,threshold_value,dimension,pair,comparison_mode,exact_match,audit_classification,audit_mechanism
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,ripser__dionysus,drop_zero_length_intervals,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,gudhi__ripser,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,gudhi__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,ripser__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,gudhi__ripser,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,gudhi__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,0,ripser__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__ripser,raw_exact,False,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__dionysus,raw_exact,False,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,ripser__dionysus,raw_exact,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__ripser,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__dionysus,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,ripser__dionysus,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__ripser,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__dionysus,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,ripser__dionysus,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__ripser,distance_zero_semantic,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,gudhi__dionysus,distance_zero_semantic,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,full,1.673685643721418,1,ripser__dionysus,distance_zero_semantic,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__ripser,raw_exact,False,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__dionysus,raw_exact,False,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,ripser__dionysus,raw_exact,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__ripser,drop_zero_length_intervals,False,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__dionysus,drop_zero_length_intervals,False,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,ripser__dionysus,drop_zero_length_intervals,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__ripser,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,ripser__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__ripser,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,gudhi__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,0,ripser__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__ripser,raw_exact,False,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__dionysus,raw_exact,False,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,ripser__dionysus,raw_exact,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__ripser,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__dionysus,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,ripser__dionysus,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__ripser,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__dionysus,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,ripser__dionysus,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__ripser,distance_zero_semantic,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,gudhi__dionysus,distance_zero_semantic,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h1__selected,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,1,selected,1.2525237786025318,1,ripser__dionysus,distance_zero_semantic,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__ripser,raw_exact,False,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__dionysus,raw_exact,False,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,ripser__dionysus,raw_exact,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__ripser,drop_zero_length_intervals,False,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__dionysus,drop_zero_length_intervals,False,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,ripser__dionysus,drop_zero_length_intervals,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__ripser,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,ripser__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__ripser,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,gudhi__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,0,ripser__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,gudhi__ripser,raw_exact,False,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,gudhi__dionysus,raw_exact,False,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,ripser__dionysus,raw_exact,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,gudhi__ripser,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,gudhi__dionysus,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,ripser__dionysus,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,gudhi__ripser,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,gudhi__dionysus,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
tfim_obc_n6_g0p50__floating__p3__h2__full,tfim_obc_n6_g0p50__floating,"TFIM OBC N=6, g=0.50",A,floating,3,2,full,1.673685643721418,1,ripser__dionysus,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
